SHIPMENT_NUMBER,CARRIER_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,on_time_estimation
SEZHUK-231106-260201,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,ST4 4FA,53.634051,-2.1142,52.983393,-2.181287,2023-11-07 10:00:00+00:00,2023-11-07 10:30:00+00:00,2023-11-07 16:30:00+00:00,2023-11-07 17:00:00+00:00,True
SEZHUK-231107-260216,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TQ12 6GN,53.537133,-1.037405,50.55996,-3.669927,2023-11-09 06:00:00+00:00,2023-11-09 18:00:00+00:00,2023-11-10 07:02:00+00:00,2023-11-10 07:30:00+00:00,True
SEZHUK-231107-260220,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-11-07 15:00:00+00:00,2023-11-07 16:00:00+00:00,2023-11-08 14:55:00+00:00,2023-11-08 15:25:00+00:00,True
SEZHUK-231107-260221,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,BA20 2BU,53.324964,-2.758291,50.933927,-2.653689,2023-11-08 06:00:00+00:00,2023-11-08 07:00:00+00:00,2023-11-08 08:00:00+00:00,2023-11-08 08:30:00+00:00,False
SEZHUK-231107-260234,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,NG7 2SD,51.779657,-0.772897,52.934662,-1.181471,2023-11-08 09:00:00+00:00,2023-11-08 09:30:00+00:00,2023-11-08 14:30:00+00:00,2023-11-08 15:00:00+00:00,True
SEZHUK-231107-260240,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,NW10 6QY,51.510091,0.459598,51.52668,-0.235678,2023-11-08 09:00:00+00:00,2023-11-08 09:30:00+00:00,2023-11-08 14:30:00+00:00,2023-11-08 15:00:00+00:00,True
SEZHUK-231107-260254,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SN3 4FN,52.800481,-1.663328,51.595572,-1.740649,2023-11-08 13:48:00+00:00,2023-11-08 14:18:00+00:00,2023-11-09 09:00:00+00:00,2023-11-09 09:30:00+00:00,False
SEZHUK-231107-260284,CAUK000781,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,WS13 8NF,53.462845,-2.896967,52.708306,-1.789815,2023-11-08 05:30:00+00:00,2023-11-08 06:00:00+00:00,2023-11-08 11:00:00+00:00,2023-11-08 11:30:00+00:00,True
SEZHUK-231107-260287,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-11-15 13:00:00+00:00,2023-11-15 13:30:00+00:00,2023-11-15 17:00:00+00:00,2023-11-15 17:30:00+00:00,True
SEZHUK-231107-260288,CAUK000940,Tractor Unit,Box,S18 1PF,HP2 7PZ,53.304842,-1.482042,51.768864,-0.433083,2023-11-17 11:30:00+00:00,2023-11-17 12:00:00+00:00,2023-11-17 16:30:00+00:00,2023-11-17 17:00:00+00:00,True
SEZHUK-231107-260289,CAUK000940,Tractor Unit,Box,S18 1PF,HP2 7PZ,53.304842,-1.482042,51.768864,-0.433083,2023-11-16 11:30:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 16:30:00+00:00,2023-11-16 17:00:00+00:00,True
SEZHUK-231107-260293,CAUK000940,Tractor Unit,Box,S18 1PF,HP2 7PZ,53.304842,-1.482042,51.768864,-0.433083,2023-11-15 11:30:00+00:00,2023-11-15 12:00:00+00:00,2023-11-15 16:30:00+00:00,2023-11-15 17:00:00+00:00,True
SEZHUK-231107-260294,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-11-16 13:00:00+00:00,2023-11-16 13:30:00+00:00,2023-11-16 17:00:00+00:00,2023-11-16 17:30:00+00:00,True
SEZHUK-231107-260309,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-11-17 13:00:00+00:00,2023-11-17 13:30:00+00:00,2023-11-17 17:00:00+00:00,2023-11-17 17:30:00+00:00,True
SEZHUK-231107-260311,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 9BA,HP2 7DX,52.213462,-0.951036,51.76755,-0.436999,2023-11-14 13:00:00+00:00,2023-11-14 14:00:00+00:00,2023-11-14 17:30:00+00:00,2023-11-14 18:30:00+00:00,False
SEZHUK-231107-260312,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1BZ,BT26 6JJ,52.803864,-1.641981,54.474078,-6.104285,2023-11-08 13:00:00+00:00,2023-11-08 13:30:00+00:00,2023-11-10 07:30:00+00:00,2023-11-10 08:00:00+00:00,False
SEZHUK-231107-260323,CAUK000155,Tractor Unit,Box,DA8 1DL,EH54 8QX,51.493182,0.167098,55.901847,-3.583873,2023-11-09 11:00:00+00:00,2023-11-09 11:30:00+00:00,2023-11-10 08:00:00+00:00,2023-11-10 08:30:00+00:00,True
SEZHUK-231107-260324,CAUK000155,Tractor Unit,Box,RM9 6RS,EH54 8QX,51.530739,0.138456,55.901847,-3.583873,2023-11-13 11:00:00+00:00,2023-11-13 11:30:00+00:00,2023-11-14 08:00:00+00:00,2023-11-14 08:30:00+00:00,True
SEZHUK-231107-260343,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,DE5 8JX,DONABATE,53.029877,-1.412565,53.483755,-6.13869,2023-11-08 13:00:00+00:00,2023-11-08 14:00:00+00:00,2023-11-10 15:25:00+00:00,2023-11-10 15:55:00+00:00,True
SEZHUK-231107-260344,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,DE5 8JX,DONABATE,53.029877,-1.412565,53.483755,-6.13869,2023-11-08 07:00:00+00:00,2023-11-08 07:00:00+00:00,2023-11-10 14:55:00+00:00,2023-11-10 15:25:00+00:00,True
SEZHUK-231107-260345,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,DE5 8JX,DONABATE,53.029877,-1.412565,53.483755,-6.13869,2023-11-08 08:00:00+00:00,2023-11-08 08:00:00+00:00,2023-11-10 15:55:00+00:00,2023-11-10 16:25:00+00:00,True
SEZHUK-231107-260356,CAUK000428,Tractor Unit,Box,RG14 2DQ,SE28 0GU,51.403829,-1.311221,51.497119,0.102096,2023-11-10 08:00:00+00:00,2023-11-10 09:00:00+00:00,2023-11-10 15:30:00+00:00,2023-11-10 15:30:00+00:00,True
SEZHUK-231107-260367,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME11 5AR,53.462845,-2.896967,51.411125,0.752907,2023-11-09 17:00:00+00:00,2023-11-09 17:01:00+00:00,2023-11-10 10:55:00+00:00,2023-11-10 11:25:00+00:00,True
SEZHUK-231107-260376,CAUK000781,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DE72 2HP,53.462845,-2.896967,52.867015,-1.314862,2023-11-09 12:00:00+00:00,2023-11-09 12:01:00+00:00,2023-11-10 05:55:00+00:00,2023-11-10 06:25:00+00:00,False
SEZHUK-231107-260378,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2023-11-08 14:00:00+00:00,2023-11-08 14:59:00+00:00,2023-11-09 10:15:00+00:00,2023-11-09 10:45:00+00:00,True
SEZHUK-231107-260379,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-09 05:00:00+00:00,2023-11-09 05:59:00+00:00,2023-11-09 10:25:00+00:00,2023-11-09 10:55:00+00:00,False
SEZHUK-231107-260381,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-11-09 12:30:00+00:00,2023-11-09 13:00:00+00:00,2023-11-09 18:30:00+00:00,2023-11-09 19:00:00+00:00,False
SEZHUK-231107-260383,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2023-11-09 09:00:00+00:00,2023-11-09 09:59:00+00:00,2023-11-09 14:55:00+00:00,2023-11-09 15:25:00+00:00,False
SEZHUK-231107-260393,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,NN17 4AZ,DN11 0BG,52.50896,-0.693338,53.481225,-1.097951,2023-11-09 07:45:00+00:00,2023-11-09 08:15:00+00:00,2023-11-09 11:30:00+00:00,2023-11-09 12:00:00+00:00,True
SEZHUK-231107-260400,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA1 5XU,53.293393,-1.074008,51.465326,0.244394,2023-11-08 13:30:00+00:00,2023-11-08 14:29:00+00:00,2023-11-09 04:55:00+00:00,2023-11-09 05:25:00+00:00,True
SEZHUK-231107-260418,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN4 9BD,53.293393,-1.074008,52.213068,-0.946829,2023-11-09 07:30:00+00:00,2023-11-09 08:29:00+00:00,2023-11-09 10:35:00+00:00,2023-11-09 11:05:00+00:00,False
SEZHUK-231107-260424,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME9 8SR,53.462845,-2.896967,51.36932,0.749586,2023-11-08 13:00:00+00:00,2023-11-08 13:01:00+00:00,2023-11-09 05:35:00+00:00,2023-11-09 06:05:00+00:00,True
SEZHUK-231107-260433,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DA17 6JY,53.462845,-2.896967,51.502211,0.154551,2023-11-09 05:00:00+00:00,2023-11-09 06:00:00+00:00,2023-11-09 16:55:00+00:00,2023-11-09 17:25:00+00:00,True
SEZHUK-231107-260481,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,MK45 3PD,WF11 0AB,52.090675,-0.46994,53.692741,-1.268817,2023-11-08 08:00:00+00:00,2023-11-08 16:00:00+00:00,2023-11-09 00:00:00+00:00,2023-11-09 23:59:00+00:00,True
SEZHUK-231108-260495,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP22 5EZ,53.537133,-1.037405,51.818102,-0.739456,2023-11-10 06:00:00+00:00,2023-11-10 18:00:00+00:00,2023-11-13 09:32:00+00:00,2023-11-13 10:00:00+00:00,True
SEZHUK-231108-260505,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,TQ12 6GN,53.566639,-0.919839,50.55996,-3.669927,2023-11-09 06:00:00+00:00,2023-11-09 18:00:00+00:00,2023-11-10 06:02:00+00:00,2023-11-10 06:30:00+00:00,True
SEZHUK-231108-260506,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467889,-2.096702,52.601576,-1.18816,2023-11-08 10:00:00+00:00,2023-11-08 10:30:00+00:00,2023-11-08 16:30:00+00:00,2023-11-08 17:00:00+00:00,True
SEZHUK-231108-260510,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,TR3 6LN,53.566639,-0.919839,50.228709,-5.0893,2023-11-09 06:00:00+00:00,2023-11-09 18:00:00+00:00,2023-11-10 08:00:00+00:00,2023-11-10 15:59:00+00:00,False
SEZHUK-231108-260513,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2023-11-08 10:00:00+00:00,2023-11-08 10:30:00+00:00,2023-11-08 16:30:00+00:00,2023-11-08 17:00:00+00:00,True
SEZHUK-231108-260514,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,M38 9PU,ST4 4FA,53.536194,-2.41058,52.983393,-2.181287,2023-11-08 10:00:00+00:00,2023-11-08 10:30:00+00:00,2023-11-08 16:30:00+00:00,2023-11-08 17:00:00+00:00,True
SEZHUK-231108-260517,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,UB9 4DE,53.566639,-0.919839,51.555657,-0.490685,2023-11-09 06:00:00+00:00,2023-11-09 18:00:00+00:00,2023-11-10 09:32:00+00:00,2023-11-10 10:00:00+00:00,True
SEZHUK-231108-260532,CAUK000484,Tractor Unit,Curtain-Side 13.6M Trailer,S9 1TZ,L3 1DL,53.397681,-1.401805,53.406761,-2.998437,2023-11-08 09:21:00+00:00,2023-11-10 10:00:00+00:00,2023-11-08 09:21:00+00:00,2023-11-10 16:00:00+00:00,False
SEZHUK-231108-260538,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,NG31 7UH,51.779657,-0.772897,52.888113,-0.634948,2023-11-09 09:00:00+00:00,2023-11-09 09:30:00+00:00,2023-11-09 13:30:00+00:00,2023-11-09 14:00:00+00:00,True
SEZHUK-231108-260544,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,BS35 4GG,DY9 7DP,51.55257,-2.65344,52.457769,-2.122196,2023-11-09 09:00:00+00:00,2023-11-09 09:30:00+00:00,2023-11-09 15:30:00+00:00,2023-11-09 16:00:00+00:00,True
SEZHUK-231108-260551,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SG1 2DL,IG11 0DS,51.900329,-0.217132,51.515717,0.100453,2023-11-09 10:00:00+00:00,2023-11-09 10:30:00+00:00,2023-11-09 13:30:00+00:00,2023-11-09 14:00:00+00:00,False
SEZHUK-231108-260552,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,NW10 6QY,51.510091,0.459598,51.52668,-0.235678,2023-11-09 09:00:00+00:00,2023-11-09 09:30:00+00:00,2023-11-09 14:30:00+00:00,2023-11-09 15:00:00+00:00,True
SEZHUK-231108-260556,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8AQ,52.800481,-1.663328,51.466832,-3.200826,2023-11-09 14:00:00+00:00,2023-11-09 14:30:00+00:00,2023-11-10 07:30:00+00:00,2023-11-10 08:00:00+00:00,True
SEZHUK-231108-260557,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8AQ,52.800481,-1.663328,51.466832,-3.200826,2023-11-09 14:00:00+00:00,2023-11-09 14:30:00+00:00,2023-11-10 09:30:00+00:00,2023-11-10 10:00:00+00:00,False
SEZHUK-231108-260566,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-09 17:00:00+00:00,2023-11-09 17:01:00+00:00,2023-11-10 09:55:00+00:00,2023-11-10 10:25:00+00:00,True
SEZHUK-231108-260567,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-09 10:00:00+00:00,2023-11-09 10:01:00+00:00,2023-11-10 00:55:00+00:00,2023-11-10 01:25:00+00:00,True
SEZHUK-231108-260643,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 9BA,OX11 7HJ,52.213462,-0.951036,51.619119,-1.256837,2023-11-10 07:00:00+00:00,2023-11-10 07:30:00+00:00,2023-11-10 10:30:00+00:00,2023-11-10 11:00:00+00:00,True
SEZHUK-231108-260649,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.886427,-1.271051,54.474078,-6.104285,2023-11-09 14:00:00+00:00,2023-11-09 14:30:00+00:00,2023-11-13 07:30:00+00:00,2023-11-13 08:00:00+00:00,True
SEZHUK-231108-260679,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX14 1RL,53.293393,-1.074008,51.674485,-1.304226,2023-11-08 15:00:00+00:00,2023-11-08 15:59:00+00:00,2023-11-09 06:55:00+00:00,2023-11-09 07:25:00+00:00,True
SEZHUK-231108-260683,CAUK000431,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX14 4TE,53.293393,-1.074008,51.623911,-1.28,2023-11-09 13:00:00+00:00,2023-11-09 13:59:00+00:00,2023-11-09 18:55:00+00:00,2023-11-09 19:25:00+00:00,True
SEZHUK-231108-260695,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,NN8 2DH,53.537133,-1.037405,52.291579,-0.672653,2023-11-09 06:00:00+00:00,2023-11-09 19:00:00+00:00,2023-11-10 15:32:00+00:00,2023-11-10 16:00:00+00:00,False
SEZHUK-231108-260709,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-11-10 07:00:00+00:00,2023-11-10 07:59:00+00:00,2023-11-10 14:55:00+00:00,2023-11-10 15:25:00+00:00,True
SEZHUK-231108-260739,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,SE7 7AL,52.601576,-1.18816,51.487222,0.026782,2023-11-09 07:45:00+00:00,2023-11-09 08:15:00+00:00,2023-11-09 21:30:00+00:00,2023-11-09 22:00:00+00:00,True
SEZHUK-231108-260750,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NP16 6UD,52.800481,-1.663328,51.614678,-2.674519,2023-11-10 07:00:00+00:00,2023-11-10 07:00:00+00:00,2023-11-10 11:30:00+00:00,2023-11-10 12:00:00+00:00,True
SEZHUK-231108-260837,CAUK000310,Tractor Unit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.12066,52.371656,-1.452312,2023-11-13 14:00:00+00:00,2023-11-13 15:00:00+00:00,2023-11-13 17:30:00+00:00,2023-11-13 18:30:00+00:00,False
SEZHUK-231108-260838,CAUK000310,Tractor Unit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.12066,52.371656,-1.452312,2023-11-14 14:00:00+00:00,2023-11-14 15:00:00+00:00,2023-11-14 17:30:00+00:00,2023-11-14 18:30:00+00:00,True
SEZHUK-231108-260840,CAUK000310,Tractor Unit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.12066,52.371656,-1.452312,2023-11-20 14:00:00+00:00,2023-11-20 15:00:00+00:00,2023-11-20 17:30:00+00:00,2023-11-20 18:30:00+00:00,False
SEZHUK-231108-260842,CAUK000310,Tractor Unit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.12066,52.371656,-1.452312,2023-11-21 14:00:00+00:00,2023-11-21 15:00:00+00:00,2023-11-21 17:30:00+00:00,2023-11-21 18:30:00+00:00,False
SEZHUK-231108-260845,CAUK000721,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,OX14 4TE,53.462845,-2.896967,51.623911,-1.28,2023-11-09 17:00:00+00:00,2023-11-09 17:01:00+00:00,2023-11-10 18:30:00+00:00,2023-11-10 19:00:00+00:00,True
SEZHUK-231108-260883,CAUK000428,Tractor Unit,Curtain-Side 13.6M Trailer,SE28 0GU,SE2 9SQ,51.49836,0.101836,51.494817,0.119678,2023-11-09 09:00:00+00:00,2023-11-09 10:00:00+00:00,2023-11-09 13:00:00+00:00,2023-11-09 14:00:00+00:00,True
SEZHUK-231108-260913,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2023-11-09 10:00:00+00:00,2023-11-09 10:30:00+00:00,2023-11-09 16:30:00+00:00,2023-11-09 17:00:00+00:00,False
SEZHUK-231108-260933,CAUK000912,3.5T Van,Box,DE74 2HJ,RG19 4BQ,52.849573,-1.348959,51.399439,-1.23272,2023-11-12 18:00:00+00:00,2023-11-12 18:30:00+00:00,2023-11-12 21:00:00+00:00,2023-11-12 21:30:00+00:00,False
SEZHUK-231108-260966,CAUK000912,3.5T Van,Box,S35 2PW,NW10 7XF,53.476537,-1.471065,51.534977,-0.273963,2023-11-18 01:00:00+00:00,2023-11-18 01:30:00+00:00,2023-11-18 05:00:00+00:00,2023-11-18 05:30:00+00:00,True
SEZHUK-231108-260979,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-19 00:30:00+00:00,2023-11-19 01:00:00+00:00,2023-11-19 03:00:00+00:00,2023-11-19 03:30:00+00:00,True
SEZHUK-231108-260981,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-11-19 03:15:00+00:00,2023-11-19 03:45:00+00:00,2023-11-19 05:00:00+00:00,2023-11-19 05:30:00+00:00,True
SEZHUK-231108-260988,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-11-13 03:15:00+00:00,2023-11-13 03:45:00+00:00,2023-11-13 05:00:00+00:00,2023-11-13 05:30:00+00:00,True
SEZHUK-231108-260993,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-13 00:30:00+00:00,2023-11-13 01:00:00+00:00,2023-11-13 03:00:00+00:00,2023-11-13 03:30:00+00:00,True
SEZHUK-231108-261000,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-17 00:30:00+00:00,2023-11-17 01:00:00+00:00,2023-11-17 03:00:00+00:00,2023-11-17 03:30:00+00:00,True
SEZHUK-231108-261013,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-11-17 03:15:00+00:00,2023-11-17 03:45:00+00:00,2023-11-17 05:00:00+00:00,2023-11-17 05:30:00+00:00,True
SEZHUK-231108-261017,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-15 00:30:00+00:00,2023-11-15 01:00:00+00:00,2023-11-15 03:00:00+00:00,2023-11-15 03:30:00+00:00,True
SEZHUK-231108-261031,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-11-15 03:15:00+00:00,2023-11-15 03:45:00+00:00,2023-11-15 05:00:00+00:00,2023-11-15 05:30:00+00:00,True
SEZHUK-231108-261039,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-16 00:30:00+00:00,2023-11-16 01:00:00+00:00,2023-11-16 03:00:00+00:00,2023-11-16 03:30:00+00:00,True
SEZHUK-231108-261040,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-11-16 03:15:00+00:00,2023-11-16 03:45:00+00:00,2023-11-16 05:00:00+00:00,2023-11-16 05:30:00+00:00,True
SEZHUK-231108-261042,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-17 00:30:00+00:00,2023-11-17 01:00:00+00:00,2023-11-18 02:30:00+00:00,2023-11-18 03:00:00+00:00,True
SEZHUK-231108-261048,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-16 00:30:00+00:00,2023-11-16 01:00:00+00:00,2023-11-17 02:30:00+00:00,2023-11-17 03:00:00+00:00,True
SEZHUK-231108-261049,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-15 00:30:00+00:00,2023-11-15 01:00:00+00:00,2023-11-16 02:30:00+00:00,2023-11-16 03:00:00+00:00,True
SEZHUK-231108-261051,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-18 00:30:00+00:00,2023-11-18 01:00:00+00:00,2023-11-19 02:30:00+00:00,2023-11-19 03:00:00+00:00,True
SEZHUK-231108-261052,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-13 00:30:00+00:00,2023-11-13 01:00:00+00:00,2023-11-14 02:30:00+00:00,2023-11-14 03:00:00+00:00,True
SEZHUK-231108-261054,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-14 00:30:00+00:00,2023-11-14 01:00:00+00:00,2023-11-15 02:30:00+00:00,2023-11-15 03:00:00+00:00,True
SEZHUK-231108-261072,CAUK000912,3.5T Van,Box,BD5 8LZ,S35 2PW,53.766832,-1.740516,53.476537,-1.471065,2023-11-13 22:15:00+00:00,2023-11-13 23:15:00+00:00,2023-11-14 01:00:00+00:00,2023-11-14 01:30:00+00:00,True
SEZHUK-231108-261083,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-14 00:30:00+00:00,2023-11-14 01:00:00+00:00,2023-11-14 03:00:00+00:00,2023-11-14 03:30:00+00:00,True
SEZHUK-231108-261085,CAUK000912,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2023-11-14 03:15:00+00:00,2023-11-14 03:45:00+00:00,2023-11-14 05:00:00+00:00,2023-11-14 05:30:00+00:00,True
SEZHUK-231108-261087,CAUK000912,3.5T Van,Box,S35 2PW,NW10 7XF,53.476537,-1.471065,51.534977,-0.273963,2023-11-14 01:00:00+00:00,2023-11-14 01:30:00+00:00,2023-11-14 05:00:00+00:00,2023-11-14 05:30:00+00:00,True
SEZHUK-231109-261091,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP22 5EZ,53.537133,-1.037405,51.818102,-0.739456,2023-11-13 06:00:00+00:00,2023-11-13 18:00:00+00:00,2023-11-14 09:32:00+00:00,2023-11-14 10:00:00+00:00,True
SEZHUK-231109-261100,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-21 19:05:00+00:00,2023-11-21 20:05:00+00:00,2023-11-21 21:05:00+00:00,2023-11-21 22:05:00+00:00,False
SEZHUK-231109-261107,CAUK001009,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2023-11-22 16:15:00+00:00,2023-11-22 17:15:00+00:00,2023-11-22 20:00:00+00:00,2023-11-22 21:00:00+00:00,True
SEZHUK-231109-261108,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-20 19:05:00+00:00,2023-11-20 20:05:00+00:00,2023-11-20 21:05:00+00:00,2023-11-20 22:05:00+00:00,True
SEZHUK-231109-261109,CAUK001009,3.5T Van,LWB Van,CR0 4TD,DE74 2TR,51.383725,-0.138625,52.826322,-1.348973,2023-11-22 15:30:00+00:00,2023-11-22 16:30:00+00:00,2023-11-22 20:00:00+00:00,2023-11-22 21:00:00+00:00,True
SEZHUK-231109-261110,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-21 05:45:00+00:00,2023-11-21 06:45:00+00:00,2023-11-21 08:15:00+00:00,2023-11-21 09:15:00+00:00,True
